"ID","Label","address","State","zipcode","cat1","cat2","cat3","url","Notes","lon","lat","formatted_address","lng"
"191","Craighead Electric Cooperative","7277 AR-69, Paragould, AR 72450, USA, Craighead Electric Cooperative, AR, 72450","AR","72450","First Tier","Distribution","NA","https://www.craigheadelectric.coop/","","-90.536454",35.986805,"7277 AR-69, Paragould, AR 72450, USA",-90.53645399999999
"192","Farmers Electric Cooperative","2000 I-30, Greenville, TX 75402, USA, Farmers Electric Cooperative, AR, 75402","AR","75402","First Tier","Distribution","NA","https://www.farmerselectric.coop/","","-96.0609803",33.1348332,"2000 I-30, Greenville, TX 75402, USA",-96.0609803
"193","First Electric Cooperative","1000 S J P Wright Loop Rd, Jacksonville, AR 72076, USA, First Electric Cooperative, AR, 72076","AR","72076","First Tier","Distribution","NA","https://www.firstelectric.coop/","","-92.0871282",34.8576355,"1000 S J P Wright Loop Rd, Jacksonville, AR 72076, USA",-92.0871282
"194","Mississippi County Electric Cooperative","510 N Broadway St, Blytheville, AR 72315, USA, Mississippi County Electric Cooperative, AR, 72315","AR","72315","First Tier","Distribution","NA","http://www.mceci.com/","","-89.906501",35.931548,"510 N Broadway St, Blytheville, AR 72315, USA",-89.906501
"195","North Arkansas Electric Cooperative","824 AR-56, Ash Flat, AR 72513, USA, North Arkansas Electric Cooperative, AR, 72513","AR","72513","First Tier","Distribution","NA","https://www.naeci.com/","","-91.611709",36.214456,"824 AR-56, Ash Flat, AR 72513, USA",-91.61170899999999
"196","Ouachita Electric Cooperative","700 Bradley Ferry Rd, Camden, AR 71701, USA, Ouachita Electric Cooperative, AR, 71701","AR","71701","First Tier","Distribution","NA","https://www.oecc.com/","","-92.8131966",33.5738882,"700 Bradley Ferry Rd, Camden, AR 71701, USA",-92.8131966
"197","Ozarks Electric Cooperative","3641 W Wedington Dr, Fayetteville, AR 72704, USA, Ozarks Electric Cooperative, AR, 72704","AR","72704","First Tier","Distribution","NA","https://www.ozarksecc.com/","","-94.2124637",36.07795249999999,"3641 W Wedington Dr, Fayetteville, AR 72704, USA",-94.2124637
"198","Petit Jean Electric Cooperative","270 Quality Dr, Clinton, AR 72031, USA, Petit Jean Electric Cooperative, AR, 72031","AR","72031","First Tier","Distribution","NA","http://www.pjecc.com/","","-92.456005",35.57052,"270 Quality Dr, Clinton, AR 72031, USA",-92.45600499999999
"199","Rich Mountain Electric Cooperative","515 Janssen Ave, Mena, AR 71953, USA, Rich Mountain Electric Cooperative, AR, 71953","AR","71953","First Tier","Distribution","NA","http://www.rmec.com/","","-94.237211",34.584,"515 Janssen Ave, Mena, AR 71953, USA",-94.237211
"200","South Central Arkansas Electric Cooperative","4818 Hwy 8 West, Arkadelphia, AR 71923, USA, South Central Arkansas Electric Cooperative, AR, 71923","AR","71923","First Tier","Distribution","NA","https://www.scaec.com/","","-93.133502",34.126743,"4818 Hwy 8 West, Arkadelphia, AR 71923, United States",-93.13350200000001
"201","Southwest Arkansas Electric Cooperative","2904 E 9th St, Texarkana, AR 71854, USA, Southwest Arkansas Electric Cooperative, AR, 71854","AR","71854","First Tier","Distribution","NA","http://www.swrea.com/","","-94.0118307",33.4299286,"2904 E 9th St, Texarkana, AR 71854, USA",-94.01183069999999
"202","Woodruff Electric Cooperative","3201 Highway 1 North, Forrest City, AR 72335, USA, Woodruff Electric Cooperative, AR, 72335","AR","72335","First Tier","Distribution","NA","http://www.woodruffelectric.coop/","","-90.818158",35.03908699999999,"3201 Highway 1 North, Forrest City, AR 72335, United States",-90.818158
"203","Cooperative Finance Corporation","20701 Cooperative Way, Sterling, VA 20166, USA, Cooperative Finance Corporation, VA, 20166","VA","20166","Second Tier","CBN","Finance","https://www.nrucfc.coop/","","-77.4267655",39.0415808,"20701 Cooperative Way, Sterling, VA 20166, USA",-77.4267655
"204","National Rural Telecommunications Cooperative","2121 Cooperative Way, Herndon, VA 20171, USA, National Rural Telecommunications Cooperative, VA, 20171","VA","20171","Fourth Tier","Association","National","https://www.nrtc.coop/","","-77.4007126",38.9541839,"2121 Cooperative Way, Herndon, VA 20171, USA",-77.40071259999999
"205","National Renewables Cooperative Organization","4140 W 99th St, Carmel, IN 46032, USA, National Renewables Cooperative Organization, IN, 46032","IN","46032","Fourth Tier","Association","National","http://nrco.coop/","","-86.2360032",39.9310015,"4140 W 99th St, Carmel, IN 46032, USA",-86.2360032
"206","Electric Cooperatives Federal Credit Union","1 81st St, Little Rock, AR 72219, USA, Electric Cooperatives Federal Credit Union, AR, 72219","AR","72219","Second Tier","CBN","Finance","https://www.electriccoopfcu.org/newsletter.html","","-92.3224602",34.6775461,"1 81st St, Little Rock, AR 72219, USA",-92.3224602
"207","Arkansas Advanced Energy Association","219 S Victory St, Little Rock, AR 72201, USA, Arkansas Advanced Energy Association, AR, 72201","AR","72201","Fourth Tier","Association","Statewide","https://arkansasadvancedenergy.com/","","-92.285814",34.7483593,"219 S Victory St, Little Rock, AR 72201, USA",-92.2857781
"208","Smart Electric Power Alliance","1220 19th St NW #800, Washington, DC 20036, USA, Smart Electric Power Alliance, DC, 20036","DC","20036","Fourth Tier","Association","National","https://sepapower.org/","","-77.043873",38.906625,"1220 19th St NW #800, Washington, DC 20036, USA",-77.04387299999999
"209","Association of Edison Illuminating Companies","11517 Fruitland Ct, Cleveland, OH 44102, USA, Association of Edison Illuminating Companies, OH, 44102","OH","44102","Fourth Tier","Association","National","https://aeic.org/","","-81.7666898",41.484917,"11517 Fruitland Ct, Cleveland, OH 44102, USA",-81.76663219999999
"210","Electric Power Research Institute","3420 Hillview Ave, Palo Alto, CA 94304, USA, Electric Power Research Institute, CA, 94304","CA","94304","No Tier","Other","Research","https://www.epri.com/#/?lang=en-US","","-122.1466623",37.3964567,"3420 Hillview Ave, Palo Alto, CA 94304, USA",-122.1466623
"211","Arkansas State Chamber of Commerce","1200 W Capitol Ave, Little Rock, AR 72201, USA, Arkansas State Chamber of Commerce, AR, 72201","AR","72201","No Tier","Other","Business","https://www.arkansasstatechamber.com/","","-92.284345",34.7465589,"1200 W Capitol Ave, Little Rock, AR 72201, USA",-92.284345
"212","Little Rock Chamber of Commerce","200 E Markham St, Little Rock, AR 72201, USA, Little Rock Chamber of Commerce, AR, 72201","AR","72201","No Tier","Other","Business","https://www.littlerockchamber.com/","","-92.2687491",34.748131,"200 E Markham St, Little Rock, AR 72201, USA",-92.2687491
"213","Electric Research and Manufacturing Cooperative","1625 Sylvan Rd, Dyersburg, TN 38024, USA, Electric Research and Manufacturing Cooperative, TN, 38024","TN","38024","No Tier","Vendor","Manufacturing ","https://www.ermco-eci.com/","","-89.343611",36.052886,"1625 Sylvan Rd, Dyersburg, TN 38024, USA",-89.343611
"214","Arkansas Electric Cooperative Corporation","1 81st St, Little Rock, AR 72209, USA, Arkansas Electric Cooperative Corporation, AR, 72209","AR","72209","Fourth Tier","Association","Statewide","https://aecc.com/","","-92.3224342",34.6777698,"1 81st St, Little Rock, AR 72209, USA",-92.3224342
"215","Arkansas Electric Cooperative Incorporated","1 81st St, Little Rock, AR 72209, USA, Arkansas Electric Cooperative Incorporated, AR, 72209","AR","72209","Fourth Tier","Association","Statewide","https://aecc.com/about-us/arkansas-electric-cooperatives-inc/","","-92.3224342",34.6777698,"1 81st St, Little Rock, AR 72209, USA",-92.3224342
"216","GridBridge","130 Penmarc Dr, Raleigh, NC 27603, USA, GridBridge, NC, 27603","NC","27603","No Tier","Vendor","Energy Routers","http://www.grid-bridge.com/","","-78.6455055",35.7574711,"130 Penmarc Dr, Raleigh, NC 27603, USA",-78.6455055
"217","Today's Power","8110 Scott Hamilton Dr, Little Rock, AR 72209, USA, Today's Power, AR, 72209","AR","72209","No Tier","Vendors","Solar Partnership","http://www.todayspower.com/projects","","-92.319525",34.6751651,"8110 Scott Hamilton Dr, Little Rock, AR 72209, USA",-92.319525
"218","Roundup for Change","P.O. Box 47, Ozark, AR 72949, USA, Roundup for Change, AR, 72949","AR","72949","No Tier","Program","Community Development","NA","** has same value as in SC","NA",35.4870295,"Ozark, AR 72949, USA",-93.8276965
"219","Arkansas Living","P.O. Box 510, Little Rock, AR 72203, USA, Arkansas Living, AR, 72203","AR","72203","No Tier","Other","Press","https://arkansaslivingmagazine.com/","","NA",34.7461459,"Little Rock, AR 72203, USA",-92.28785669999999
"220","Arkansas FIRST","NA, Arkansas FIRST, AR, NA","AR","NA","No Tier","Program","Funding for STEM education","http://www.arfirst.org/index.html","Robotics Funding for STEM Education","NA",35.20105,"Arkansas, USA",-91.8318334
"221","High Voltage Lineman Technology Program","7648 Victory Blvd, Newport, AR 72112, USA, High Voltage Lineman Technology Program, AR, 72112","AR","72112","No Tier","Program","Trade training ","https://www.asun.edu/programs/high-voltage","partnership with ASUN","NA",35.6402218,"7648 Victory Blvd, Newport, AR 72112, USA",-91.1905973
"222","SeaPerch Underwater Robotics Program",", SeaPerch Underwater Robotics Program, NA, NA","NA","NA","No Tier","Program","Youth robotics","https://www.seaperch.org/index","","NA",,,
"223","Arkansas Economic Development Commission","900 West Capitol Avenue, Suite 400, Little Rock, AR 72201, USA, Arkansas Economic Development Commission, AR, 72201","AR","72201","No Tier","Other","Economic Development","https://www.arkansasedc.com/","","NA",34.7461645,"900 W Capitol Ave suite 400, Little Rock, AR 72201, USA",-92.28081429999999
"224","Co-op Connections","4301 Wilson Blvd, Arlington, VA 22203, USA, Co-op Connections, VA, 22203","VA","22203","No Tier","Program","Community Development","https://www.connections.coop/323-landing.aspx","","NA",38.8805298,"4301 Wilson Blvd, Arlington, VA 22203, USA",-77.1129256
"225","Co-op Cares","7277 AR-69, Paragould, AR 72450, USA, Co-op Cares, AR, 72450","AR","72450","No Tier","Program","Community Development","https://www.craigheadelectric.coop/co-op-cares","","",35.9867575,"7277 AR-69, Paragould, AR 72450, USA",-90.5364913
"226","Nest Program","2000 I-30, Greenville, TX 75402, USA, Nest Program, AR, 75402","AR","75402","No Tier","Vendor","Energy Savings","https://www.farmerselectric.coop/green-energy/nest-rush-hour-rewards-program.php","","",33.1348332,"2000 I-30, Greenville, TX 75402, USA",-96.0609803
"227","Co-ops Vote","NA, Co-ops Vote, , ","","","No Tier","Program","Member Involvment","https://www.vote.coop/","","",,,
"228","HELP PAYS","700 Bradley Ferry Rd, Camden, AR 71701, USA, HELP PAYS, AR, 71701","AR","71701","No Tier","Program","Investing in energy efficiency","https://www.oecc.com/help","investment program for energy efficiency upgrades","",33.5738882,"700 Bradley Ferry Rd, Camden, AR 71701, USA",-92.8131966
"229","Together We Learn",", Together We Learn, , ","","","No Tier","Program","","https://www.togetherwelearn.coop/learn","teaches kids about coops, renewable enegy, and safety","",38.7802807,"23 Kettle River Dr d, Glen Carbon, IL 62034, USA",-89.9612703
"230","Ozarks Natural Energy","Springsdale, Ozarks Natural Energy, AR, ","AR","","No Tier","Program","","https://www.ozarksecc.com/one","","",36.1417932,"1724 E Steele Rd, Springdale, AR 72762, USA",-94.2102055
"231","Ozarks Cares",", Ozarks Cares, AR, ","AR","","No Tier","Program","","https://www.ozarksecc.com/ozarks-cares","building and maintaining community","",36.2314681,"105 US-62, Harrison, AR 72601, USA",-93.10219029999999
"232","Green Power",", Green Power, AR, ","AR","","No Tier","Program","Renewable energy","http://www.swrea.com/Home/Content/16?sb=2","","",,,
